Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

The epsilon is 1e-15 
The damping factor is 0.85 
The maximum number of iterations is 1000 

IATA	PageRank	Name
BEN 	0.00021253	Benina, Libya
BUF 	0.00021240	Buffalo Niagara Intl, United States
GCM 	0.00021215	Owen Roberts Intl, Cayman Islands
ORK 	0.00021191	Cork, Ireland
VRN 	0.00021148	Villafranca, Italy
AZI 	0.00021052	Bateen, United Arab Emirates
TDD 	0.00021001	Tte Av Jorge Henrich Arauz, Bolivia
TFN 	0.00020996	Tenerife Norte, Spain
RNO 	0.00020965	Reno Tahoe Intl, United States
SAP 	0.00020940	La Mesa Intl, Honduras
ALB 	0.00020846	Albany Intl, United States
OMA 	0.00020825	Eppley Afld, United States
HFT 	0.00020795	Hammerfest Airport, Norway
MUR 	0.00020775	Marudi, Malaysia
KLG 	0.00020563	Kalskag Airport, United States
COR 	0.00020512	Ambrosio L V Taravella, Argentina
JIB 	0.00020416	Ambouli International Airport, Djibouti
STT 	0.00020407	Cyril E King, Virgin Islands
PKU 	0.00020337	Sultan Syarif Kasim Ii, Indonesia
UUS 	0.00020291	Khomutovo, Russia
PTP 	0.00020268	Le Raizet, Guadeloupe
LIL 	0.00020182	Lesquin, France
YTL 	0.00020133	Big Trout Lake Airport, Canada
OSS 	0.00020061	Osh, Kyrgyzstan
RIA 	0.00020013	Santa Maria Airport, Brazil
WWK 	0.00019938	Wewak Intl, Papua New Guinea
BZE 	0.00019860	Philip S W Goldson Intl, Belize
SOQ 	0.00019831	Jefman, Indonesia
DVO 	0.00019773	Francisco Bangoy International, Philippines
ROV 	0.00019730	Rostov Na Donu, Russia
PMV 	0.00019713	Del Caribe Intl Gen Santiago Marino, Venezuela
BHM 	0.00019706	Birmingham Intl, United States
SZG 	0.00019701	Salzburg, Austria
KOA 	0.00019695	Kona Intl At Keahole, United States
ORF 	0.00019666	Norfolk Intl, United States
KGX 	0.00019652	Grayling Airport, United States
SLZ 	0.00019650	Marechal Cunha Machado Intl, Brazil
SCC 	0.00019648	Deadhorse, United States
TIA 	0.00019611	Tirana Rinas, Albania
ZTH 	0.00019600	Dionysios Solomos, Greece
SCQ 	0.00019558	Santiago, Spain
NAT 	0.00019470	Augusto Severo, Brazil
PVD 	0.00019414	Theodore Francis Green State, United States
LEJ 	0.00019302	Leipzig Halle, Germany
AHO 	0.00019267	Alghero, Italy
REU 	0.00019230	Reus, Spain
TRN 	0.00019178	Torino, Italy
TSF 	0.00019173	Treviso, Italy
LET 	0.00019169	Alfredo Vasquez Cobo, Colombia
SXB 	0.00019160	Entzheim, France
KSM 	0.00019143	St Marys Airport, United States
SPR 	0.00019037	San Pedro, Belize
ZQN 	0.00018974	Queenstown, New Zealand
TBS 	0.00018967	Tbilisi, Georgia
YGW 	0.00018953	Kuujjuarapik Airport, Canada
DTM 	0.00018921	Dortmund, Germany
NGS 	0.00018880	Nagasaki, Japan
TMM 	0.00018861	Toamasina, Madagascar
BOC 	0.00018842	Bocas Del Toro Intl, Panama
JIJ 	0.00018840	Jijiga Airport, Ethiopia
SDJ 	0.00018793	Sendai, Japan
ANF 	0.00018732	Cerro Moreno Intl, Chile
VBY 	0.00018673	Visby, Sweden
SCO 	0.00018672	Aktau, Kazakhstan
JJN 	0.00018645	Quanzhou Airport, China
BFI 	0.00018559	Boeing Fld King Co Intl, United States
HRG 	0.00018553	Hurghada Intl, Egypt
KIH 	0.00018550	Kish Island, Iran
CUZ 	0.00018523	Teniente Alejandro Velasco Astete Intl, Peru
KTW 	0.00018505	Pyrzowice, Poland
GRR 	0.00018493	Gerald R Ford Intl, United States
NSI 	0.00018452	Yaounde Nsimalen, Cameroon
SUF 	0.00018378	Lamezia Terme, Italy
FIH 	0.00018349	Ndjili Intl, Congo (Kinshasa)
BOI 	0.00018336	Boise Air Terminal, United States
RIC 	0.00018335	Richmond Intl, United States
SWA 	0.00018322	Wai Sha Airport, China
YRB 	0.00018319	Resolute Bay, Canada
RSH 	0.00018296	Russian Mission Airport, United States
YAT 	0.00018226	Attawapiskat Airport, Canada
LJU 	0.00018224	Ljubljana, Slovenia
SIP 	0.00018211	Simferopol Intl, Ukraine
TJM 	0.00018195	Roschino, Russia
NUS 	0.00018179	Norsup Airport, Vanuatu
BIA 	0.00018172	Poretta, France
KIV 	0.00018133	Chisinau Intl, Moldova
ZAH 	0.00018122	Zahedan Intl, Iran
MCZ 	0.00018105	Zumbi Dos Palmares, Brazil
EXT 	0.00018024	Exeter, United Kingdom
WAA 	0.00018023	Wales Airport, United States
TUL 	0.00018000	Tulsa Intl, United States
MCG 	0.00017993	McGrath Airport, United States
FDF 	0.00017866	Le Lamentin, Martinique
YTZ 	0.00017846	City Centre, Canada
DSN 	0.00017811	Ordos Ejin Horo, China
RMQ 	0.00017801	Ching Chuang Kang, Taiwan
LIH 	0.00017775	Lihue, United States
MRV 	0.00017745	Mineralnyye Vody, Russia
BDO 	0.00017737	Husein Sastranegara, Indonesia
YWM 	0.00017726	Williams Harbour Airport, Canada
MVD 	0.00017707	Carrasco Intl, Uruguay
ZAM 	0.00017659	Zamboanga Intl, Philippines
JAI 	0.00017599	Jaipur, India
FNA 	0.00017590	Freetown Lungi, Sierra Leone
JMK 	0.00017580	Mikonos, Greece
YPX 	0.00017575	Puvirnituq Airport, Canada
SHX 	0.00017546	Shageluk Airport, United States
WRO 	0.00017544	Strachowice, Poland
KBL 	0.00017526	Kabul Intl, Afghanistan
MAG 	0.00017519	Madang, Papua New Guinea
ZAD 	0.00017519	Zadar, Croatia
LFW 	0.00017463	Gnassingbe Eyadema Intl, Togo
TUS 	0.00017463	Tucson Intl, United States
ZSJ 	0.00017456	Sandy Lake Airport, Canada
HFN 	0.00017422	Hornafjordur, Iceland
HZK 	0.00017422	Husavik, Iceland
PFJ 	0.00017422	Patreksfjordur, Iceland
SIJ 	0.00017422	Siglufjordur, Iceland
VEY 	0.00017422	Vestmannaeyjar, Iceland
YAV 	0.00017422	Winnipeg St Andrews, Canada
YAW 	0.00017422	Shearwater, Canada
YAZ 	0.00017422	Tofino, Canada
YBB 	0.00017422	Kugaaruk, Canada
YBR 	0.00017422	Brandon Muni, Canada
YCH 	0.00017422	Miramichi, Canada
YCT 	0.00017422	Coronation, Canada
YCW 	0.00017422	Chilliwack, Canada
YDA 	0.00017422	Dawson City, Canada
YDB 	0.00017422	Burwash, Canada
YDC 	0.00017422	Princeton, Canada
YDL 	0.00017422	Dease Lake, Canada
YDN 	0.00017422	Dauphin Barker, Canada
YEN 	0.00017422	Estevan, Canada
YET 	0.00017422	Edson, Canada
YEU 	0.00017422	Eureka, Canada
YFR 	0.00017422	Fort Resolution, Canada
YHB 	0.00017422	Hudson Bay, Canada
YIB 	0.00017422	Atikokan Muni, Canada
YJN 	0.00017422	St Jean, Canada
YKY 	0.00017422	Kindersley, Canada
YKZ 	0.00017422	Buttonville Muni, Canada
YLD 	0.00017422	Chapleau, Canada
YLJ 	0.00017422	Meadow Lake, Canada
YLT 	0.00017422	Alert, Canada
YMA 	0.00017422	Mayo, Canada
YMJ 	0.00017422	Moose Jaw Air Vice Marshal C M Mcewen, Canada
YMW 	0.00017422	Maniwaki, Canada
YMX 	0.00017422	Montreal Intl Mirabel, Canada
YND 	0.00017422	Gatineau, Canada
YNM 	0.00017422	Matagami, Canada
YOC 	0.00017422	Old Crow, Canada
YOD 	0.00017422	Cold Lake, Canada
YPA 	0.00017422	Prince Albert Glass Field, Canada
YPE 	0.00017422	Peace River, Canada
YPG 	0.00017422	Southport, Canada
YPQ 	0.00017422	Peterborough, Canada
YQA 	0.00017422	Muskoka, Canada
YQH 	0.00017422	Watson Lake, Canada
YQV 	0.00017422	Yorkton Muni, Canada
YQW 	0.00017422	North Battleford, Canada
YRI 	0.00017422	Riviere Du Loup, Canada
YRM 	0.00017422	Rocky Mountain House, Canada
YSC 	0.00017422	Sherbrooke, Canada
YSR 	0.00017422	Nanisivik, Canada
YSU 	0.00017422	Summerside, Canada
YTR 	0.00017422	Trenton, Canada
YVC 	0.00017422	La Ronge, Canada
YVG 	0.00017422	Vermilion, Canada
YVT 	0.00017422	Buffalo Narrows, Canada
YVV 	0.00017422	Wiarton, Canada
YWA 	0.00017422	Petawawa, Canada
YWY 	0.00017422	Wrigley, Canada
YXD 	0.00017422	Edmonton City Centre, Canada
YXR 	0.00017422	Timiskaming Rgnl, Canada
YYN 	0.00017422	Swift Current, Canada
YYW 	0.00017422	Armstrong, Canada
YZD 	0.00017422	Downsview, Canada
YZE 	0.00017422	Gore Bay Manitoulin, Canada
YZH 	0.00017422	Slave Lake, Canada
YZU 	0.00017422	Whitecourt, Canada
YZW 	0.00017422	Teslin, Canada
YZX 	0.00017422	Greenwood, Canada
ZFA 	0.00017422	Faro, Canada
ZFM 	0.00017422	Fort Mcpherson, Canada
QFD 	0.00017422	Boufarik, Algeria
HRM 	0.00017422	Hassi R Mel, Algeria
TID 	0.00017422	Bou Chekif, Algeria
QAS 	0.00017422	Ech Cheliff, Algeria
TAF 	0.00017422	Tafaraoui, Algeria
ELG 	0.00017422	El Golea, Algeria
TMX 	0.00017422	Timimoun, Algeria
BYK 	0.00017422	Bouake, Cote d'Ivoire
DJO 	0.00017422	Daloa, Cote d'Ivoire
HGO 	0.00017422	Korhogo, Cote d'Ivoire
MJC 	0.00017422	Man, Cote d'Ivoire
SPY 	0.00017422	San Pedro, Cote d'Ivoire
ASK 	0.00017422	Yamoussoukro, Cote d'Ivoire
AKR 	0.00017422	Akure, Nigeria
QUS 	0.00017422	Gusau, Nigeria
MDI 	0.00017422	Makurdi, Nigeria
MXJ 	0.00017422	Minna New, Nigeria
ZAR 	0.00017422	Zaria, Nigeria
MFQ 	0.00017422	Maradi, Niger
THZ 	0.00017422	Tahoua, Niger
AJY 	0.00017422	Manu Dayak, Niger
ZND 	0.00017422	Zinder, Niger
GAF 	0.00017422	Gafsa, Tunisia
GAE 	0.00017422	Gabes, Tunisia
EBM 	0.00017422	El Borma, Tunisia
LRL 	0.00017422	Niamtougou International, Togo
QKT 	0.00017422	Wevelgem, Belgium
OST 	0.00017422	Oostende, Belgium
BBJ 	0.00017422	Bautzen, Germany
AOC 	0.00017422	Altenburg Nobitz, Germany
4I7 	0.00017422	Putnam County Airport, United States
BBH 	0.00017422	Barth, Germany
THF 	0.00017422	Tempelhof, Germany
MHG 	0.00017422	Mannheim City, Germany
XFW 	0.00017422	Hamburg Finkenwerder, Germany
KEL 	0.00017422	Kiel Holtenau, Germany
ZCA 	0.00017422	Arnsberg Menden, Germany
ESS 	0.00017422	Essen Mulheim, Germany
MGL 	0.00017422	Monchengladbach, Germany
AGB 	0.00017422	Augsburg, Germany
OBF 	0.00017422	Oberpfaffenhofen, Germany
SZW 	0.00017422	Schwerin Parchim, Germany
ZSN 	0.00017422	Stendal Borstel, Germany
BYU 	0.00017422	Bayreuth, Germany
HOQ 	0.00017422	Hof Plauen, Germany
ZNV 	0.00017422	Koblenz Winningen, Germany
ZQF 	0.00017422	Trier Fohren, Germany
ZQC 	0.00017422	Speyer, Germany
ZQL 	0.00017422	Donaueschingen Villingen, Germany
BWE 	0.00017422	Braunschweig Wolfsburg, Germany
BRV 	0.00017422	Bremerhaven, Germany
EME 	0.00017422	Emden, Germany
WVN 	0.00017422	Wilhelmshaven Mariensiel, Germany
BMK 	0.00017422	Borkum, Germany
NRD 	0.00017422	Norderney, Germany
FLF 	0.00017422	Flensburg Schaferhaus, Germany
EPU 	0.00017422	Parnu, Estonia
ENF 	0.00017422	Enontekio, Finland
KEV 	0.00017422	Halli, Finland
HEM 	0.00017422	Helsinki Malmi, Finland
HYV 	0.00017422	Hyvinkaa, Finland
JYV 	0.00017422	Jyvaskyla, Finland
KAU 	0.00017422	Kauhava, Finland
MIK 	0.00017422	Mikkeli, Finland
SOT 	0.00017422	Sodankyla, Finland
QVY 	0.00017422	Utti, Finland
VRK 	0.00017422	Varkaus, Finland
ENK 	0.00017422	St Angelo, United Kingdom
CVT 	0.00017422	Coventry, United Kingdom
LYE 	0.00017422	Lyneham, United Kingdom
YEO 	0.00017422	Yeovilton, United Kingdom
SWS 	0.00017422	Swansea, United Kingdom
PLH 	0.00017422	Plymouth, United Kingdom
QLA 	0.00017422	Lasham, United Kingdom
ESH 	0.00017422	Shoreham, United Kingdom
BQH 	0.00017422	Biggin Hill, United Kingdom
FAB 	0.00017422	Farnborough, United Kingdom
BBS 	0.00017422	Blackbushe, United Kingdom
LYX 	0.00017422	Lydd, United Kingdom
CAX 	0.00017422	Carlisle, United Kingdom
BWF 	0.00017422	Walney Island, United Kingdom
CEG 	0.00017422	Hawarden, United Kingdom
SDZ 	0.00017422	Scatsta, United Kingdom
ADX 	0.00017422	Leuchars, United Kingdom
LMO 	0.00017422	Lossiemouth, United Kingdom
FZO 	0.00017422	Bristol Filton, United Kingdom
MHZ 	0.00017422	Mildenhall, United Kingdom
FFD 	0.00017422	Fairford, United Kingdom
BZZ 	0.00017422	Brize Norton, United Kingdom
ODH 	0.00017422	Odiham, United Kingdom
NHT 	0.00017422	Northolt, United Kingdom
QCY 	0.00017422	Coningsby, United Kingdom
BEQ 	0.00017422	Honington, United Kingdom
WTN 	0.00017422	Waddington, United Kingdom
KNF 	0.00017422	Marham, United Kingdom
DHR 	0.00017422	De Kooy, Netherlands
LWR 	0.00017422	Leeuwarden, Netherlands
UTC 	0.00017422	Soesterberg, Netherlands
ENS 	0.00017422	Twenthe, Netherlands
LID 	0.00017422	Valkenburg, Netherlands
WOE 	0.00017422	Woensdrecht, Netherlands
GWY 	0.00017422	Galway, Ireland
SXL 	0.00017422	Sligo, Ireland
ODE 	0.00017422	Odense, Denmark
SKS 	0.00017422	Skrydstrup, Denmark
TED 	0.00017422	Thisted, Denmark
STA 	0.00017422	Stauning, Denmark
FAN 	0.00017422	Lista, Norway
NTB 	0.00017422	Notodden, Norway
OLA 	0.00017422	Orland, Norway
OSP 	0.00017422	Redzikowo, Poland
IEG 	0.00017422	Babimost, Poland
LDK 	0.00017422	Lidkoping, Sweden
KVB 	0.00017422	Skovde, Sweden
THN 	0.00017422	Trollhattan Vanersborg, Sweden
KSK 	0.00017422	Karlskoga, Sweden
MXX 	0.00017422	Mora, Sweden
KID 	0.00017422	Kristianstad, Sweden
JLD 	0.00017422	Landskrona, Sweden
OSK 	0.00017422	Oskarshamn, Sweden
HUV 	0.00017422	Hudiksvall, Sweden
KRF 	0.00017422	Kramfors Solleftea, Sweden
ORB 	0.00017422	Orebro, Sweden
BLE 	0.00017422	Borlange, Sweden
HLF 	0.00017422	Hultsfred, Sweden
GVX 	0.00017422	Gavle, Sweden
SPM 	0.00017422	Spangdahlem Ab, Germany
RMS 	0.00017422	Ramstein Ab, Germany
GHF 	0.00017422	Giebelstadt Aaf, Germany
ZCN 	0.00017422	Celle, Germany
ZNF 	0.00017422	Hanau Aaf, Germany
GKE 	0.00017422	Geilenkirchen, Germany
FEL 	0.00017422	Furstenfeldbruck, Germany
GUT 	0.00017422	Gutersloh, Germany
ALJ 	0.00017422	Alexander Bay, South Africa
AGZ 	0.00017422	Aggeneys, South Africa
BIY 	0.00017422	Bhisho, South Africa
GCJ 	0.00017422	Grand Central, South Africa
KLZ 	0.00017422	Kleinsee, South Africa
LAY 	0.00017422	Ladysmith, South Africa
MGH 	0.00017422	Margate, South Africa
MEZ 	0.00017422	Messina, South Africa
NCS 	0.00017422	Newcastle, South Africa
DUH 	0.00017422	Oudtshoorn, South Africa
NTY 	0.00017422	Pilanesberg Intl, South Africa
UTW 	0.00017422	Queenstown, South Africa
SBU 	0.00017422	Springbok, South Africa
SIS 	0.00017422	Sishen, South Africa
SZK 	0.00017422	Skukuza, South Africa
LTA 	0.00017422	Tzaneen, South Africa
ULD 	0.00017422	Prince Mangosuthu Buthelezi, South Africa
VRU 	0.00017422	Vryburg, South Africa
VIR 	0.00017422	Virginia, South Africa
PRY 	0.00017422	Wonderboom, South Africa
WEL 	0.00017422	Welkom, South Africa
JWA 	0.00017422	Jwaneng, Botswana
PKW 	0.00017422	Selebi Phikwe, Botswana
FTX 	0.00017422	Owando, Congo (Kinshasa)
OUE 	0.00017422	Ouesso, Congo (Kinshasa)
BBT 	0.00017422	Berberati, Central African Republic
TKC 	0.00017422	Tiko, Cameroon
FOM 	0.00017422	Foumban Nkounja, Cameroon
BFX 	0.00017422	Bafoussam, Cameroon
BPC 	0.00017422	Bamenda, Cameroon
YAO 	0.00017422	Yaounde Ville, Cameroon
KIW 	0.00017422	Southdowns, Zambia
NWA 	0.00017422	Bandaressalam, Comoros
AJN 	0.00017422	Ouani, Comoros
ZVA 	0.00017422	Miandrivazo, Madagascar
ZWA 	0.00017422	Andapa, Madagascar
AMB 	0.00017422	Ambilobe, Madagascar
HVA 	0.00017422	Analalava, Madagascar
BPY 	0.00017422	Besalampy, Madagascar
VOH 	0.00017422	Vohimarina, Madagascar
WAI 	0.00017422	Ambalabe, Madagascar
WFI 	0.00017422	Fianarantsoa, Madagascar
RVA 	0.00017422	Farafangana, Madagascar
WVK 	0.00017422	Manakara, Madagascar
MNJ 	0.00017422	Mananjary, Madagascar
MXM 	0.00017422	Morombe, Madagascar
BUG 	0.00017422	Benguela, Angola
CPX 	0.00017422	Culebra Airport, Puerto Rico
GXG 	0.00017422	Negage, Angola
PBN 	0.00017422	Porto Amboim, Angola
UGO 	0.00017422	Uige, Angola
XGN 	0.00017422	Xangongo, Angola
OYE 	0.00017422	Oyem, Gabon
OKN 	0.00017422	Okondja, Gabon
LBQ 	0.00017422	Lambarene, Gabon
BMM 	0.00017422	Bitam, Gabon
POG 	0.00017422	Port Gentil, Gabon
OMB 	0.00017422	Omboue Hopital, Gabon
MKU 	0.00017422	Makokou, Gabon
MVB 	0.00017422	Mvengue, Gabon
PCP 	0.00017422	Principe, Sao Tome and Principe
MZB 	0.00017422	Mocimboa Da Praia, Mozambique
MNC 	0.00017422	Nacala, Mozambique
DES 	0.00017422	Desroches, Seychelles
AEH 	0.00017422	Abeche, Chad
MQQ 	0.00017422	Moundou, Chad
FYT 	0.00017422	Faya Largeau, Chad
BFO 	0.00017422	Buffalo Range, Zimbabwe
KAB 	0.00017422	Kariba Intl, Zimbabwe
MVZ 	0.00017422	Masvingo Intl, Zimbabwe
GWE 	0.00017422	Gweru Thornhill, Zimbabwe
WKM 	0.00017422	Hwange National Park, Zimbabwe
KGJ 	0.00017422	Karonga, Malawi
ZZU 	0.00017422	Mzuzu, Malawi
NLO 	0.00017422	Ndolo, Congo (Kinshasa)
MNB 	0.00017422	Muanda, Congo (Kinshasa)
FDU 	0.00017422	Bandundu, Congo (Kinshasa)
KKW 	0.00017422	Kikwit, Congo (Kinshasa)
MDK 	0.00017422	Mbandaka, Congo (Kinshasa)
BDT 	0.00017422	Gbadolite, Congo (Kinshasa)
GMA 	0.00017422	Gemena, Congo (Kinshasa)
LIQ 	0.00017422	Lisala, Congo (Kinshasa)
FKI 	0.00017422	Kisangani Simisini, Congo (Kinshasa)
IRP 	0.00017422	Matari, Congo (Kinshasa)
BUX 	0.00017422	Bunia, Congo (Kinshasa)
BKY 	0.00017422	Bukavu Kavumu, Congo (Kinshasa)
GOM 	0.00017422	Goma, Congo (Kinshasa)
KND 	0.00017422	Kindu, Congo (Kinshasa)
KWZ 	0.00017422	Kolwezi, Congo (Kinshasa)
FMI 	0.00017422	Kalemie, Congo (Kinshasa)
KMN 	0.00017422	Kamina Base, Congo (Kinshasa)
KGA 	0.00017422	Kananga, Congo (Kinshasa)
MJM 	0.00017422	Mbuji Mayi, Congo (Kinshasa)
GAQ 	0.00017422	Gao, Mali
KYS 	0.00017422	Kayes Dag Dag, Mali
MZI 	0.00017422	Ambodedjo, Mali
TOM 	0.00017422	Tombouctou, Mali
ERH 	0.00017422	Moulay Ali Cherif, Morocco
MEK 	0.00017422	Bassatine, Morocco
NNA 	0.00017422	Kenitra, Morocco
TTU 	0.00017422	Saniat Rmel, Morocco
CSK 	0.00017422	Cap Skiring, Senegal
KLC 	0.00017422	Kaolack, Senegal
XLS 	0.00017422	Saint Louis, Senegal
BXE 	0.00017422	Bakel, Senegal
KGG 	0.00017422	Kedougou, Senegal
TUD 	0.00017422	Tambacounda, Senegal
IEO 	0.00017422	Aioun El Atrouss, Mauritania
TIY 	0.00017422	Tidjikja, Mauritania
KFA 	0.00017422	Kiffa, Mauritania
EMN 	0.00017422	Nema, Mauritania
KED 	0.00017422	Kaedi, Mauritania
SEY 	0.00017422	Selibady, Mauritania
ATR 	0.00017422	Atar, Mauritania
FIG 	0.00017422	Fria, Guinea
FAA 	0.00017422	Faranah, Guinea
LEK 	0.00017422	Labe, Guinea
MMO 	0.00017422	Maio, Cape Verde
KMU 	0.00017422	Kisimayu, Somalia
C91 	0.00017422	Dowagiac Municipal Airport, United States
ALY 	0.00017422	Alexandria Intl, Egypt
EGR 	0.00017422	El Gora, Egypt
PSD 	0.00017422	Port Said, Egypt
SKV 	0.00017422	St Catherine Intl, Egypt
ELT 	0.00017422	El Tor, Egypt
KTL 	0.00017422	Kitale, Kenya
CDI 	0.00017422	Cambridge Municipal Airport, United States
GYI 	0.00017422	Gisenyi, Rwanda
DOG 	0.00017422	Dongola, Sudan
KSL 	0.00017422	Kassala, Sudan
EBD 	0.00017422	El Obeid, Sudan
MAK 	0.00017422	Malakal, Sudan
DOD 	0.00017422	Dodoma, Tanzania
IRI 	0.00017422	Iringa, Tanzania
LKY 	0.00017422	Lake Manyara, Tanzania
PMA 	0.00017422	Pemba, Tanzania
TGT 	0.00017422	Tanga, Tanzania
QDU 	0.00017422	Dusseldorf Hauptbahnhof, Germany
SRT 	0.00017422	Soroti, Uganda
GOZ 	0.00017422	Gorna Oryahovitsa, Bulgaria
AKT 	0.00017422	Akrotiri, Cyprus
ODB 	0.00017422	Cordoba, Spain
PKH 	0.00017422	Alexion, Greece
OZP 	0.00017422	Moron Ab, Spain
LEU 	0.00017422	Seo De Urgel, Spain
TOJ 	0.00017422	Torrejon, Spain
VIT 	0.00017422	Vitoria, Spain
CQF 	0.00017422	Calais Dunkerque, France
LTQ 	0.00017422	Le Touquet Paris Plage, France
CNG 	0.00017422	Chateaubernard, France
NIT 	0.00017422	Souche, France
ANG 	0.00017422	Brie Champniers, France
XAC 	0.00017422	La Teste De Buch, France
LBI 	0.00017422	Le Sequestre, France
RYN 	0.00017422	Medis, France
RCO 	0.00017422	St Agnant, France
CMR 	0.00017422	Houssen, France
OBS 	0.00017422	Ardeche Meridionale, France
XBK 	0.00017422	Ceyzeriat, France
XVF 	0.00017422	Tarare, France
XMU 	0.00017422	Montbeugny, France
SOZ 	0.00017422	Solenzara, France
AUF 	0.00017422	Branches, France
CMF 	0.00017422	Aix Les Bains, France
BOU 	0.00017422	Bourges, France
XCD 	0.00017422	Champforgeuil, France
QNJ 	0.00017422	Annemasse, France
QNX 	0.00017422	Charnay, France
RNE 	0.00017422	Renaison, France
NCY 	0.00017422	Meythet, France
GNB 	0.00017422	Saint Geoirs, France
MCU 	0.00017422	Domerat, France
VAF 	0.00017422	Chabeuil, France
VHY 	0.00017422	Charmeil, France
CHR 	0.00017422	Deols, France
LYN 	0.00017422	Bron, France
QXB 	0.00017422	Aix Les Milles, France
CEQ 	0.00017422	Mandelieu, France
CTT 	0.00017422	Le Castellet, France
MEN 	0.00017422	Brenoux, France
LEH 	0.00017422	Octeville, France
ORE 	0.00017422	Bricy, France
URO 	0.00017422	Vallee De Seine, France
CET 	0.00017422	Le Pontreau, France
LVA 	0.00017422	Entrammes, France
LBG 	0.00017422	Le Bourget, France
CSF 	0.00017422	Creil, France
TNF 	0.00017422	Toussus Le Noble, France
POX 	0.00017422	Cormeilles En Vexin, France
QYR 	0.00017422	Barberey, France
NVS 	0.00017422	Fourchambault, France
CER 	0.00017422	Maupertus, France
GFR 	0.00017422	Granville, France
EDM 	0.00017422	Les Ajoncs, France
LME 	0.00017422	Arnage, France
SBK 	0.00017422	Armor, France
MXN 	0.00017422	Ploujean, France
VNE 	0.00017422	Meucon, France
SNR 	0.00017422	Montoir, France
MZM 	0.00017422	Frescaty, France
ENC 	0.00017422	Essey, France
RHE 	0.00017422	Champagne, France
MQC 	0.00017422	Miquelon, Saint Pierre and Miquelon
PYR 	0.00017422	Andravida, Greece
AGQ 	0.00017422	Agrinion, Greece
KZI 	0.00017422	Filippos, Greece
LRA 	0.00017422	Larisa, Greece
LYM 	0.00017422	Ashford, United Kingdom
SUE 	0.00017422	Door County Cherryland Airport, United States
FOG 	0.00017422	Gino Lisa, Italy
TAR 	0.00017422	Grottaglie, Italy
LCC 	0.00017422	Lecce, Italy
NSY 	0.00017422	Sigonella, Italy
DCI 	0.00017422	Decimomannu, Italy
TTB 	0.00017422	Tortoli, Italy
ALL 	0.00017422	Albenga, Italy
QPZ 	0.00017422	Piacenza, Italy
0P2 	0.00017422	Shoestring Aviation Airfield, United States
AVB 	0.00017422	Aviano Ab, Italy
FRL 	0.00017422	Forli, Italy
VBS 	0.00017422	Montichiari, Italy
VIC 	0.00017422	Vicenza, Italy
QPA 	0.00017422	Padova, Italy
SAY 	0.00017422	Ampugnano, Italy
QLT 	0.00017422	Latina, Italy
GRS 	0.00017422	Grosseto, Italy
MBX 	0.00017422	Maribor, Slovenia
POW 	0.00017422	Portoroz, Slovenia
PRV 	0.00017422	Prerov, Czech Republic
BEV 	0.00017422	Teyman, Israel
HFA 	0.00017422	Haifa, Israel
RPN 	0.00017422	Mahanaim I Ben Yaakov, Israel
VDA 	0.00017422	Ovda, Israel
BGC 	0.00017422	Braganca, Portugal
VRL 	0.00017422	Vila Real, Portugal
OMO 	0.00017422	Mostar, Bosnia and Herzegovina
BBU 	0.00017422	Aurel Vlaicu, Romania
CSB 	0.00017422	Caransebes, Romania
TCE 	0.00017422	Cataloi, Romania
SIR 	0.00017422	Sion, Switzerland
SMV 	0.00017422	Samedan, Switzerland
ANK 	0.00017422	Etimesgut, Turkey
AFY 	0.00017422	Afyon, Turkey
BZI 	0.00017422	Balikesir, Turkey
BDM 	0.00017422	Bandirma, Turkey
TYE 	0.00017422	Tyonek Airport, United States
ESK 	0.00017422	Eskisehir, Turkey
IGL 	0.00017422	Cigli, Turkey
BXN 	0.00017422	Imsik, Turkey
PZY 	0.00017422	Piestany, Slovakia
SLD 	0.00017422	Sliac, Slovakia
TAT 	0.00017422	Tatry, Slovakia
1CS 	0.00017422	Clow International Airport, United States
NCA 	0.00017422	North Caicos, Turks and Caicos Islands
EPS 	0.00017422	Arroyo Barril Intl, Dominican Republic
BRX 	0.00017422	Maria Montez Intl, Dominican Republic
CBV 	0.00017422	Coban, Guatemala
TEA 	0.00017422	Tela, Honduras
OCJ 	0.00017422	Boscobel, Jamaica
POT 	0.00017422	Ken Jones, Jamaica
KTP 	0.00017422	Tinson Pen, Jamaica
NTR 	0.00017422	Del Norte Intl, Mexico
ENW 	0.00017422	Kenosha Regional Airport, United States
ESE 	0.00017422	Ensenada, Mexico
GYM 	0.00017422	General Jose Maria Yanez Intl, Mexico
TCN 	0.00017422	Tehuacan, Mexico
ISJ 	0.00017422	Isla Mujeres, Mexico
LOV 	0.00017422	Monclova Intl, Mexico
NOG 	0.00017422	Nogales Intl, Mexico
PCA 	0.00017422	Ingeniero Juan Guillermo Villasana, Mexico
TXA 	0.00017422	Tlaxcala, Mexico
TSL 	0.00017422	Tamuin, Mexico
ZMM 	0.00017422	Zamora, Mexico
BEF 	0.00017422	Bluefields, Nicaragua
PUZ 	0.00017422	Puerto Cabezas, Nicaragua
HOW 	0.00017422	Howard, Panama
VGT 	0.00017422	North Las Vegas Airport, United States
OTR 	0.00017422	Coto 47, Costa Rica
